,ALFAA,ALFAA,ALFAA,AMXL,AMXL,AMXL,BIMBOA,BIMBOA,BIMBOA,CEMEXCPO,CEMEXCPO,CEMEXCPO,FEMSAUBD,FEMSAUBD,FEMSAUBD,WALMEX,WALMEX,WALMEX
3756,-0.01,16.08,1.62,0.01,15.45,1.27,-0.08,32.75,3.42,0.00,7.15,0.60,0.04,188.83,14.50,-0.05,52.27,4.70
3757,-0.03,15.63,1.61,0.05,16.07,1.49,-0.01,34.87,3.03,0.00,7.17,0.60,0.00,181.12,11.88,-0.05,52.21,4.72
3758,0.13,18.38,2.73,0.05,16.07,1.49,0.09,38.76,4.60,0.00,7.17,0.60,0.07,193.89,17.57,0.02,56.48,4.87
3759,-0.05,15.38,1.65,-0.03,14.87,1.24,0.05,37.01,3.58,0.00,7.13,0.60,-0.03,175.42,11.94,0.01,55.47,4.61
3760,0.10,17.78,2.30,0.04,15.93,1.42,0.04,36.90,3.53,0.05,7.50,0.71,0.01,182.83,12.22,0.02,56.23,4.79
3761,0.00,16.19,1.64,0.00,15.30,1.24,0.01,35.72,3.14,0.01,7.22,0.61,-0.06,170.92,13.23,-0.01,54.36,4.47
3762,-0.07,15.10,1.71,-0.02,15.00,1.23,-0.05,33.65,3.13,-0.09,6.53,0.72,-0.01,179.14,11.72,-0.02,54.25,4.47
3763,0.00,16.19,1.64,-0.06,14.46,1.32,0.00,35.36,3.07,-0.04,6.85,0.61,-0.02,178.24,11.69,0.04,57.54,5.28
3764,0.05,17.02,1.88,0.00,15.36,1.25,0.04,36.69,3.43,0.03,7.38,0.65,-0.02,177.01,11.75,0.08,59.46,6.34
3765,0.04,16.79,1.79,0.05,16.07,1.49,0.07,38.10,4.16,0.05,7.53,0.72,0.01,182.87,12.23,-0.05,52.45,4.65
3766,-0.02,15.90,1.61,0.02,15.69,1.34,-0.02,34.80,3.03,0.02,7.33,0.64,0.02,184.55,12.70,-0.05,52.68,4.60
3767,-0.05,15.38,1.65,0.03,15.73,1.35,0.03,36.44,3.35,0.01,7.26,0.62,0.01,183.40,12.34,0.06,58.34,5.67
3768,-0.18,13.52,2.59,-0.12,13.56,1.78,-0.02,34.66,3.03,0.00,7.13,0.60,-0.05,172.60,12.62,0.01,55.71,4.65
3769,-0.04,15.50,1.63,-0.01,15.13,1.23,-0.02,34.66,3.03,-0.06,6.73,0.64,-0.01,179.41,11.73,-0.03,53.66,4.47
3770,-0.09,14.76,1.83,0.05,16.10,1.50,-0.04,33.82,3.10,0.05,7.55,0.73,0.03,186.32,13.32,0.04,57.48,5.25
3771,0.03,16.71,1.76,0.00,15.32,1.25,-0.04,33.87,3.09,-0.03,6.98,0.59,-0.02,177.75,11.69,0.06,58.71,5.89
3772,0.08,17.49,2.13,0.05,16.11,1.51,0.00,35.37,3.08,0.04,7.48,0.70,0.05,190.01,15.12,0.03,57.02,5.05
3773,0.00,16.17,1.63,-0.05,14.54,1.29,0.05,37.31,3.72,0.04,7.46,0.69,-0.02,178.02,11.69,0.02,56.07,4.74
3774,-0.18,13.47,2.63,-0.07,14.25,1.39,-0.05,33.49,3.17,-0.07,6.68,0.65,0.02,185.64,13.08,-0.01,54.40,4.47
3775,0.06,17.15,1.95,0.03,15.75,1.36,-0.03,34.45,3.03,0.04,7.44,0.68,0.06,192.55,16.66,-0.07,51.61,4.90
3776,0.03,16.57,1.72,0.01,15.49,1.28,-0.01,35.13,3.04,-0.01,7.06,0.59,0.01,182.56,12.17,-0.08,50.88,5.20
3777,-0.06,15.18,1.69,0.01,15.48,1.28,0.03,36.26,3.29,-0.03,6.94,0.59,0.02,185.23,12.94,0.03,56.82,4.98
3778,0.09,17.63,2.21,0.07,16.37,1.65,0.02,36.05,3.22,0.05,7.53,0.72,-0.01,179.18,11.72,0.07,59.22,6.19
3779,-0.04,15.49,1.63,-0.08,14.22,1.41,0.04,36.64,3.41,0.00,7.12,0.60,-0.01,180.47,11.78,0.04,57.59,5.30
3780,-0.01,16.04,1.61,0.00,15.31,1.25,0.05,37.31,3.72,-0.01,7.08,0.59,0.00,182.12,12.07,0.05,57.71,5.36
3781,0.07,17.37,2.05,0.02,15.67,1.33,0.01,35.71,3.14,0.01,7.25,0.62,0.00,182.22,12.10,-0.05,52.49,4.64
3782,0.02,16.46,1.69,0.05,16.15,1.53,0.03,36.49,3.36,-0.01,7.12,0.59,-0.01,179.31,11.73,-0.06,51.95,4.79
3783,0.01,16.27,1.65,0.07,16.38,1.66,0.01,35.74,3.14,-0.06,6.77,0.62,0.01,183.84,12.47,0.03,56.92,5.02
3784,0.02,16.50,1.70,0.01,15.44,1.27,0.05,37.15,3.64,0.01,7.25,0.62,0.01,183.00,12.26,-0.05,52.62,4.61
3785,-0.01,15.93,1.61,0.00,15.27,1.24,-0.02,34.66,3.03,-0.01,7.12,0.59,-0.01,179.52,11.74,-0.12,49.00,6.25
3786,0.07,17.36,2.05,0.02,15.67,1.33,0.02,36.18,3.26,-0.03,6.96,0.59,-0.01,180.25,11.77,-0.05,52.67,4.60
3787,-0.01,16.05,1.62,0.03,15.72,1.35,0.05,37.18,3.66,0.01,7.22,0.61,0.00,180.84,11.84,0.08,59.46,6.34
3788,0.10,17.86,2.35,0.09,16.76,1.91,0.03,36.38,3.33,0.01,7.22,0.61,0.05,190.88,15.64,0.12,61.93,8.16
3789,-0.02,15.78,1.61,0.01,15.44,1.27,0.01,35.56,3.11,0.02,7.28,0.62,-0.05,172.34,12.70,0.04,57.13,5.10
3790,0.09,17.76,2.28,0.00,15.34,1.25,0.07,37.82,3.99,0.02,7.29,0.63,-0.01,179.83,11.75,0.09,60.39,6.98
3791,0.03,16.68,1.76,0.00,15.34,1.25,0.04,36.70,3.44,0.01,7.22,0.61,0.00,180.77,11.83,-0.06,51.95,4.79
3792,-0.02,15.89,1.61,-0.01,15.20,1.23,0.00,35.49,3.10,0.02,7.28,0.62,-0.05,172.39,12.68,-0.02,54.22,4.47
3793,-0.04,15.58,1.62,0.04,15.92,1.42,0.00,35.20,3.05,0.04,7.44,0.68,-0.01,179.82,11.75,0.03,56.71,4.94
3794,0.16,19.03,3.26,0.05,16.13,1.52,0.02,36.13,3.25,0.03,7.39,0.66,0.01,183.14,12.28,0.02,56.46,4.86
3795,-0.06,15.21,1.68,-0.01,15.25,1.24,-0.06,33.31,3.23,0.06,7.61,0.76,-0.02,178.67,11.70,-0.02,54.15,4.47
3796,-0.05,15.36,1.65,-0.05,14.65,1.27,-0.04,34.09,3.06,0.03,7.40,0.66,-0.06,170.35,13.47,-0.02,53.95,4.46
3797,0.10,17.79,2.30,0.08,16.59,1.79,0.05,37.09,3.62,-0.05,6.84,0.61,0.07,193.71,17.45,0.03,56.61,4.91
3798,-0.04,15.59,1.61,0.04,16.00,1.46,0.02,36.21,3.27,-0.03,6.93,0.59,0.01,183.00,12.26,0.05,57.70,5.36
3799,0.01,16.31,1.66,0.05,16.14,1.52,0.00,35.45,3.09,0.01,7.21,0.61,0.05,191.37,15.94,-0.05,52.52,4.63
3800,-0.14,14.03,2.23,-0.04,14.79,1.25,-0.09,32.46,3.54,-0.05,6.81,0.61,0.02,184.79,12.78,-0.02,54.09,4.47
3801,-0.05,15.42,1.64,0.04,15.92,1.42,-0.04,33.94,3.09,0.01,7.27,0.62,0.03,187.85,14.02,-0.03,53.53,4.48
3802,-0.14,14.05,2.21,-0.01,15.10,1.23,-0.02,34.56,3.03,0.00,7.17,0.60,-0.01,179.52,11.74,0.02,56.27,4.80
3803,0.00,16.11,1.62,0.03,15.86,1.39,-0.02,34.66,3.03,0.04,7.47,0.69,-0.01,178.86,11.71,0.01,55.69,4.64
3804,0.07,17.33,2.04,0.03,15.87,1.40,0.00,35.44,3.09,0.04,7.42,0.67,0.03,186.26,13.30,0.03,56.68,4.94
3805,0.10,17.80,2.32,0.06,16.32,1.62,-0.02,34.65,3.03,0.05,7.49,0.70,-0.02,177.88,11.69,0.01,55.58,4.62
3806,-0.03,15.66,1.61,0.00,15.29,1.24,-0.05,33.69,3.13,-0.01,7.11,0.59,0.00,182.34,12.12,-0.04,52.95,4.56
3807,-0.04,15.50,1.63,0.02,15.56,1.30,-0.01,34.95,3.03,0.00,7.14,0.60,0.01,183.61,12.39,0.03,56.90,5.01
3808,0.06,17.07,1.91,0.08,16.56,1.77,-0.04,34.14,3.06,0.02,7.30,0.63,0.01,183.85,12.47,0.10,60.96,7.40
3809,0.03,16.69,1.76,0.01,15.53,1.29,0.01,35.61,3.12,0.01,7.25,0.62,-0.02,178.69,11.70,0.06,58.28,5.64
3810,0.11,18.02,2.47,0.04,15.96,1.44,0.08,38.36,4.32,-0.01,7.10,0.59,0.02,184.31,12.62,0.00,55.11,4.54
3811,-0.18,13.50,2.61,-0.05,14.59,1.28,0.00,35.23,3.05,0.01,7.20,0.61,-0.04,174.69,12.05,0.06,58.60,5.82
3812,-0.04,15.47,1.63,-0.02,15.02,1.23,0.07,38.06,4.14,0.02,7.28,0.62,-0.03,176.95,11.76,0.03,56.98,5.04
3813,0.00,16.15,1.63,-0.01,15.22,1.23,-0.03,34.33,3.03,0.01,7.21,0.61,-0.01,179.61,11.74,-0.02,54.03,4.46
3814,0.00,16.18,1.63,0.03,15.79,1.37,-0.02,34.74,3.03,-0.01,7.11,0.59,0.04,189.58,14.87,0.03,56.61,4.91
3815,0.06,17.16,1.95,0.03,15.88,1.40,-0.07,33.07,3.30,0.00,7.18,0.60,-0.01,180.38,11.78,0.01,55.86,4.68
3816,-0.04,15.49,1.63,-0.05,14.60,1.28,-0.11,31.71,3.93,0.04,7.43,0.68,-0.01,179.38,11.73,-0.09,50.30,5.47
3817,0.05,17.03,1.89,0.03,15.82,1.38,0.03,36.43,3.34,0.04,7.48,0.70,0.03,186.72,13.49,-0.04,53.01,4.55
3818,0.14,18.53,2.84,0.06,16.32,1.62,-0.02,34.52,3.03,-0.01,7.07,0.59,0.03,187.18,13.70,-0.01,54.35,4.47
3819,0.00,16.16,1.63,0.03,15.79,1.37,0.05,37.16,3.65,0.01,7.20,0.61,-0.04,174.55,12.09,0.02,56.39,4.84
3820,0.08,17.57,2.17,-0.03,14.93,1.23,0.06,37.55,3.84,0.04,7.45,0.69,-0.01,179.00,11.71,0.02,56.02,4.72
3821,0.02,16.46,1.69,-0.02,15.04,1.23,0.02,36.08,3.23,0.00,7.20,0.60,0.02,185.35,12.98,0.05,58.22,5.61
3822,-0.06,15.20,1.68,-0.04,14.74,1.25,0.04,36.68,3.43,-0.02,7.03,0.59,-0.02,177.10,11.74,-0.02,54.06,4.47
3823,-0.08,14.90,1.77,-0.04,14.75,1.25,0.03,36.40,3.33,-0.01,7.05,0.59,-0.03,176.58,11.80,-0.02,53.89,4.46
3824,0.06,17.12,1.93,0.06,16.21,1.56,0.00,35.24,3.06,0.02,7.34,0.64,0.04,188.20,14.19,0.00,54.95,4.51
3825,-0.02,15.78,1.61,-0.01,15.11,1.23,0.05,37.25,3.69,0.01,7.25,0.62,0.00,181.71,11.99,0.04,57.15,5.10
3826,0.02,16.56,1.72,0.04,15.88,1.40,-0.03,34.14,3.06,0.02,7.33,0.64,0.02,185.98,13.21,-0.01,54.77,4.49
3827,0.02,16.50,1.70,0.06,16.26,1.59,-0.05,33.55,3.16,-0.02,7.01,0.59,0.04,188.81,14.49,-0.03,53.29,4.51
3828,0.00,16.22,1.64,0.01,15.51,1.28,0.02,36.16,3.25,-0.02,7.02,0.59,-0.02,177.36,11.71,0.01,55.77,4.66
3829,-0.12,14.37,2.02,0.01,15.54,1.29,-0.06,33.29,3.23,-0.10,6.47,0.75,0.03,187.09,13.66,-0.03,53.67,4.47
3830,0.00,16.19,1.64,-0.04,14.67,1.26,0.05,37.05,3.60,-0.02,6.99,0.59,-0.03,176.19,11.84,0.01,55.87,4.68
3831,0.04,16.80,1.80,-0.03,14.80,1.24,0.03,36.55,3.38,0.03,7.38,0.66,-0.04,173.96,12.24,0.00,55.31,4.57
3832,0.01,16.33,1.66,0.00,15.37,1.26,-0.07,32.90,3.35,-0.01,7.07,0.59,0.00,181.24,11.91,0.05,57.98,5.49
3833,-0.02,15.84,1.61,0.01,15.47,1.28,0.05,37.31,3.72,-0.04,6.87,0.60,-0.03,175.84,11.88,0.01,55.48,4.61
3834,-0.01,16.00,1.61,0.08,16.54,1.76,-0.01,35.15,3.04,0.00,7.15,0.60,0.01,182.82,12.22,0.07,59.36,6.28
3835,-0.06,15.29,1.66,0.03,15.75,1.35,-0.06,33.42,3.19,-0.08,6.64,0.67,0.00,181.32,11.92,0.07,59.20,6.18
3836,-0.04,15.51,1.63,0.01,15.41,1.26,0.00,35.19,3.05,0.02,7.31,0.63,-0.04,174.43,12.12,0.04,57.35,5.19
3837,0.08,17.45,2.10,-0.02,15.01,1.23,0.00,35.20,3.05,0.05,7.50,0.71,-0.03,176.67,11.79,0.08,59.47,6.34
3838,-0.07,15.11,1.71,-0.07,14.30,1.37,0.00,35.34,3.07,-0.04,6.88,0.60,-0.04,174.80,12.03,0.06,58.82,5.95
3839,-0.04,15.60,1.61,0.04,15.97,1.44,0.01,35.85,3.16,0.01,7.22,0.61,0.02,184.74,12.76,-0.01,54.41,4.47
3840,-0.09,14.81,1.81,0.00,15.26,1.24,-0.05,33.53,3.16,-0.04,6.90,0.60,-0.03,175.61,11.91,0.02,55.99,4.71
3841,0.04,16.75,1.78,-0.02,15.05,1.23,0.07,37.98,4.09,-0.02,7.05,0.59,0.02,186.08,13.24,-0.02,54.28,4.47
3842,0.05,17.02,1.88,0.01,15.46,1.27,0.05,37.33,3.73,0.05,7.56,0.73,0.01,182.74,12.20,-0.01,54.53,4.48
3843,-0.10,14.58,1.91,-0.05,14.60,1.28,0.00,35.26,3.06,-0.03,6.94,0.59,-0.03,176.54,11.80,0.05,58.16,5.58
3844,-0.11,14.47,1.96,-0.09,13.98,1.52,-0.04,34.04,3.07,-0.05,6.84,0.61,-0.04,174.18,12.19,-0.05,52.64,4.61
3845,0.03,16.64,1.74,0.06,16.26,1.59,0.02,36.10,3.24,0.07,7.64,0.78,0.01,182.43,12.14,-0.01,54.33,4.47
3846,0.02,16.56,1.71,0.02,15.59,1.30,0.01,35.58,3.12,0.02,7.31,0.63,-0.04,174.98,12.01,0.03,57.06,5.07
3847,0.07,17.30,2.02,0.08,16.69,1.86,0.00,35.34,3.07,-0.02,7.04,0.59,0.05,191.49,16.01,0.00,54.99,4.52
3848,-0.01,16.07,1.62,-0.01,15.15,1.23,-0.03,34.27,3.04,0.01,7.26,0.62,0.02,185.35,12.98,0.01,55.88,4.68
3849,-0.06,15.15,1.70,-0.07,14.35,1.35,0.05,37.17,3.66,-0.05,6.82,0.61,-0.04,174.12,12.20,0.01,55.65,4.64
3850,-0.11,14.46,1.97,-0.03,14.89,1.23,-0.03,34.39,3.03,-0.02,6.99,0.59,-0.01,180.27,11.77,-0.01,54.49,4.48
3851,-0.06,15.17,1.69,-0.01,15.15,1.23,0.02,35.96,3.20,0.01,7.21,0.61,-0.02,177.92,11.69,-0.04,53.18,4.53
3852,0.04,16.84,1.81,0.00,15.35,1.25,0.04,36.68,3.43,-0.03,6.93,0.59,0.01,183.32,12.32,0.06,58.39,5.70
3853,0.04,16.77,1.78,-0.03,14.95,1.23,0.04,36.85,3.50,0.04,7.49,0.70,-0.01,180.12,11.76,-0.01,54.56,4.48
3854,0.02,16.50,1.70,0.01,15.47,1.27,0.04,36.74,3.46,-0.02,7.04,0.59,0.03,186.84,13.54,-0.06,51.73,4.86
3855,0.04,16.74,1.77,0.00,15.39,1.26,0.05,37.08,3.61,0.01,7.20,0.60,0.02,184.48,12.67,0.01,55.87,4.68
3856,0.09,17.71,2.26,0.03,15.83,1.38,0.00,35.20,3.05,0.02,7.32,0.64,0.02,184.69,12.75,0.00,55.21,4.56
3857,-0.05,15.32,1.66,-0.01,15.21,1.23,0.04,36.65,3.42,0.03,7.36,0.65,-0.04,174.46,12.11,0.11,61.30,7.66
3858,-0.02,15.83,1.61,0.01,15.47,1.27,0.02,36.02,3.21,0.03,7.35,0.65,-0.02,178.45,11.69,-0.09,50.46,5.39
3859,-0.02,15.82,1.61,0.03,15.82,1.38,0.00,35.48,3.10,0.00,7.17,0.60,0.01,184.04,12.53,0.02,56.37,4.83
3860,0.05,17.02,1.89,-0.01,15.22,1.23,-0.07,32.89,3.36,0.01,7.25,0.62,-0.01,180.43,11.78,0.06,58.76,5.92
3861,-0.02,15.80,1.61,-0.05,14.65,1.27,0.00,35.33,3.07,0.07,7.70,0.81,-0.05,172.60,12.62,0.02,56.08,4.74
3862,0.02,16.54,1.71,0.01,15.45,1.27,0.01,35.55,3.11,-0.03,6.93,0.59,0.01,183.14,12.28,-0.01,54.42,4.47
3863,0.02,16.42,1.68,0.05,16.20,1.55,-0.08,32.62,3.47,0.01,7.21,0.61,-0.02,178.22,11.69,0.02,56.03,4.72
3864,-0.01,15.97,1.61,0.00,15.29,1.25,-0.04,33.96,3.08,-0.03,6.93,0.59,0.05,191.50,16.01,0.01,55.48,4.61
3865,0.03,16.65,1.75,0.07,16.43,1.69,-0.04,34.08,3.07,0.07,7.71,0.83,-0.02,178.29,11.69,0.01,55.85,4.67
3866,0.06,17.09,1.92,0.02,15.65,1.32,0.04,36.76,3.46,-0.05,6.80,0.62,-0.02,177.44,11.70,0.05,57.98,5.49
3867,0.11,17.99,2.44,-0.04,14.77,1.25,0.08,38.37,4.33,0.04,7.47,0.69,-0.04,174.22,12.18,-0.02,54.15,4.47
3868,0.07,17.25,1.99,0.07,16.51,1.73,0.04,36.65,3.42,0.05,7.56,0.73,0.01,184.02,12.53,-0.01,54.53,4.48
3869,-0.12,14.32,2.05,-0.09,14.04,1.49,0.04,36.78,3.47,-0.01,7.08,0.59,0.00,181.04,11.87,-0.02,53.92,4.46
3870,-0.10,14.57,1.92,0.03,15.74,1.35,0.00,35.31,3.07,0.01,7.25,0.62,0.04,188.61,14.39,0.00,55.12,4.54
3871,0.10,17.78,2.30,0.00,15.25,1.24,0.07,37.86,4.02,0.01,7.25,0.62,0.00,181.45,11.94,-0.01,54.60,4.48
3872,-0.01,15.95,1.61,-0.04,14.74,1.25,-0.02,34.76,3.03,0.03,7.35,0.65,0.03,187.11,13.67,-0.05,52.25,4.71
3873,-0.04,15.55,1.62,-0.02,14.99,1.23,0.01,35.78,3.15,-0.01,7.08,0.59,-0.03,176.34,11.82,-0.04,52.82,4.58
3874,0.14,18.62,2.92,0.07,16.44,1.69,0.04,36.96,3.56,0.03,7.36,0.65,0.00,181.80,12.01,0.03,56.63,4.92
3875,-0.07,15.01,1.74,-0.03,14.84,1.24,-0.03,34.36,3.03,-0.07,6.69,0.65,0.03,187.71,13.95,-0.05,52.17,4.73
3876,0.17,19.24,3.45,0.08,16.57,1.78,-0.03,34.41,3.03,0.02,7.30,0.63,0.03,186.64,13.45,0.04,57.19,5.12
3877,0.00,16.12,1.63,-0.06,14.39,1.34,-0.06,33.37,3.21,-0.02,7.05,0.59,0.04,187.96,14.07,-0.02,54.20,4.47
3878,0.07,17.38,2.06,-0.01,15.21,1.23,0.00,35.29,3.06,0.06,7.60,0.76,0.00,180.82,11.83,-0.02,53.97,4.46
3879,-0.15,13.95,2.28,-0.01,15.20,1.23,-0.01,34.87,3.03,-0.01,7.08,0.59,-0.01,179.04,11.71,-0.03,53.50,4.48
3880,0.00,16.18,1.63,-0.02,15.02,1.23,-0.04,33.90,3.09,0.00,7.16,0.60,-0.02,178.62,11.70,0.09,60.41,7.00
3881,0.06,17.20,1.97,-0.01,15.17,1.23,0.00,35.32,3.07,0.00,7.18,0.60,0.00,180.89,11.85,0.03,56.99,5.04
3882,0.05,17.04,1.89,0.03,15.80,1.37,-0.04,33.85,3.10,-0.03,6.96,0.59,0.02,185.90,13.18,0.05,58.12,5.56
3883,0.12,18.24,2.62,0.06,16.30,1.61,0.00,35.54,3.11,0.02,7.32,0.64,0.01,182.53,12.16,0.04,57.32,5.18
3884,0.10,17.83,2.34,0.04,15.95,1.43,0.01,35.71,3.14,-0.03,6.97,0.59,0.00,181.63,11.97,0.03,56.56,4.90
3885,0.08,17.54,2.15,0.01,15.46,1.27,0.06,37.71,3.93,-0.02,6.99,0.59,0.01,182.53,12.16,0.05,58.03,5.52
3886,-0.01,16.01,1.61,-0.04,14.69,1.26,0.01,35.86,3.17,0.01,7.23,0.61,0.02,184.64,12.73,-0.08,51.04,5.13
3887,-0.10,14.55,1.92,-0.01,15.13,1.23,0.01,35.56,3.11,0.03,7.40,0.66,0.02,184.85,12.80,-0.07,51.63,4.89
3888,-0.01,16.01,1.61,0.00,15.27,1.24,-0.06,33.43,3.19,-0.01,7.12,0.59,0.00,181.44,11.94,0.05,57.95,5.48
3889,-0.06,15.26,1.67,0.00,15.37,1.26,0.00,35.29,3.06,-0.04,6.87,0.60,-0.01,180.35,11.78,0.05,58.23,5.61
3890,0.05,16.90,1.83,-0.02,15.00,1.23,0.05,37.23,3.68,-0.05,6.82,0.61,-0.03,176.41,11.82,0.09,60.34,6.95
3891,-0.03,15.75,1.61,0.01,15.47,1.27,-0.03,34.22,3.05,0.00,7.16,0.60,0.04,189.62,14.89,0.02,56.16,4.76
3892,0.09,17.76,2.29,0.10,16.93,2.03,0.05,37.32,3.73,0.10,7.88,0.94,0.00,180.83,11.84,0.08,59.56,6.40
3893,0.13,18.44,2.78,0.02,15.64,1.32,0.08,38.40,4.35,0.03,7.40,0.66,-0.02,177.33,11.71,0.01,55.92,4.69
3894,-0.07,15.00,1.74,-0.09,14.02,1.50,-0.02,34.55,3.03,-0.02,7.02,0.59,-0.07,168.67,14.25,-0.12,48.65,6.49
3895,-0.14,14.11,2.17,-0.08,14.20,1.41,-0.05,33.77,3.11,-0.02,7.00,0.59,-0.05,172.11,12.77,-0.08,50.70,5.28
3896,0.04,16.75,1.78,-0.03,14.93,1.23,-0.02,34.80,3.03,0.02,7.33,0.64,0.00,181.10,11.88,-0.04,52.78,4.58
3897,0.06,17.08,1.91,-0.02,15.09,1.23,0.01,35.73,3.14,-0.02,6.99,0.59,0.02,184.32,12.62,0.06,58.53,5.78
3898,-0.01,15.98,1.61,-0.01,15.14,1.23,0.02,36.18,3.26,0.00,7.16,0.60,0.00,181.96,12.04,-0.04,53.04,4.55
3899,0.03,16.60,1.73,0.07,16.37,1.65,-0.05,33.65,3.13,0.05,7.53,0.72,-0.02,178.48,11.69,0.05,57.93,5.47
3900,0.00,16.17,1.63,0.00,15.27,1.24,0.02,36.04,3.22,0.00,7.16,0.60,0.00,181.22,11.90,-0.07,51.42,4.97
3901,-0.01,15.92,1.61,0.04,16.01,1.46,0.00,35.53,3.11,-0.01,7.09,0.59,-0.02,177.84,11.69,0.06,58.36,5.68
3902,0.00,16.11,1.62,-0.01,15.12,1.23,-0.03,34.29,3.04,0.02,7.27,0.62,0.03,186.29,13.31,0.01,55.94,4.70
3903,0.06,17.08,1.91,-0.03,14.88,1.23,-0.03,34.30,3.04,0.02,7.31,0.63,-0.01,179.06,11.72,0.00,55.28,4.57
3904,-0.01,15.93,1.61,-0.02,15.03,1.23,0.02,36.13,3.25,0.06,7.59,0.75,0.03,186.62,13.44,-0.02,53.99,4.46
3905,-0.07,15.08,1.72,-0.07,14.28,1.38,0.06,37.57,3.85,0.04,7.43,0.68,-0.02,178.13,11.69,0.00,55.35,4.58
3906,0.03,16.65,1.74,0.04,15.94,1.43,0.00,35.35,3.07,0.00,7.13,0.60,0.02,184.67,12.74,0.06,58.36,5.68
3907,-0.01,16.06,1.62,-0.02,15.05,1.23,-0.02,34.68,3.03,0.02,7.30,0.63,-0.02,177.84,11.69,-0.05,52.33,4.68
3908,0.02,16.51,1.70,0.00,15.28,1.24,0.04,36.69,3.43,-0.03,6.97,0.59,0.03,187.08,13.65,0.01,55.87,4.68
3909,-0.01,15.95,1.61,-0.02,15.06,1.23,0.01,35.59,3.12,0.04,7.45,0.68,-0.01,180.52,11.79,-0.02,53.98,4.46
3910,0.04,16.80,1.79,0.04,15.99,1.45,0.05,37.04,3.59,0.03,7.41,0.67,-0.01,180.36,11.78,0.08,59.72,6.51
3911,-0.02,15.87,1.61,0.00,15.40,1.26,-0.04,33.82,3.10,-0.03,6.97,0.59,-0.02,177.94,11.69,0.03,56.71,4.95
3912,-0.12,14.31,2.05,-0.06,14.43,1.33,0.01,35.76,3.15,0.04,7.43,0.67,-0.03,176.60,11.79,0.08,59.63,6.45
3913,0.07,17.35,2.04,0.04,16.01,1.46,0.03,36.61,3.40,0.02,7.34,0.64,0.00,181.17,11.90,0.00,54.94,4.51
3914,0.08,17.54,2.15,0.05,16.08,1.50,0.00,35.50,3.10,0.03,7.40,0.66,-0.01,179.01,11.71,0.06,58.29,5.64
3915,0.07,17.36,2.05,0.07,16.48,1.72,-0.02,34.52,3.03,0.01,7.20,0.61,0.02,186.01,13.22,0.01,55.88,4.68
3916,0.04,16.75,1.78,0.06,16.23,1.57,0.02,36.04,3.22,0.10,7.94,0.98,0.02,186.00,13.21,-0.08,51.04,5.13
3917,-0.10,14.61,1.89,-0.05,14.54,1.29,0.02,36.10,3.24,0.04,7.44,0.68,0.00,181.85,12.02,0.05,58.06,5.53
3918,0.02,16.47,1.69,0.03,15.85,1.39,-0.03,34.33,3.03,-0.03,6.95,0.59,-0.01,179.32,11.73,0.01,55.91,4.69
3919,-0.06,15.24,1.67,0.02,15.70,1.34,0.01,35.65,3.13,-0.04,6.87,0.60,0.01,182.99,12.25,0.07,59.41,6.31
3920,-0.08,14.91,1.77,-0.01,15.20,1.23,-0.03,34.31,3.04,-0.06,6.73,0.64,0.04,188.08,14.13,-0.01,54.39,4.47
3921,-0.10,14.57,1.91,-0.03,14.87,1.24,0.03,36.61,3.40,0.00,7.19,0.60,-0.02,178.63,11.70,0.03,56.58,4.90
3922,-0.01,15.97,1.61,-0.03,14.94,1.23,0.00,35.28,3.06,-0.02,7.00,0.59,0.00,182.09,12.07,-0.03,53.41,4.50
3923,-0.06,15.18,1.69,-0.01,15.11,1.23,-0.01,34.85,3.03,0.07,7.65,0.79,-0.01,179.28,11.73,0.02,56.15,4.76
3924,-0.08,14.85,1.79,-0.01,15.13,1.23,-0.07,32.82,3.39,-0.03,6.97,0.59,0.05,190.43,15.37,0.03,56.80,4.98
3925,0.06,17.17,1.95,0.05,16.07,1.49,0.00,35.45,3.09,0.01,7.22,0.61,0.05,190.15,15.20,0.04,57.22,5.14
3926,-0.06,15.21,1.68,-0.01,15.13,1.23,-0.09,32.40,3.57,0.06,7.59,0.75,0.03,187.15,13.69,-0.06,52.13,4.74
3927,-0.07,15.09,1.71,-0.02,15.09,1.23,0.01,35.57,3.11,0.00,7.13,0.59,-0.03,175.34,11.95,-0.02,53.82,4.46
3928,0.19,19.46,3.64,0.08,16.57,1.78,0.08,38.24,4.24,0.07,7.68,0.80,0.04,188.71,14.44,0.02,56.49,4.87
3929,-0.01,16.03,1.61,-0.02,15.03,1.23,0.02,36.17,3.26,-0.03,6.92,0.60,0.02,186.06,13.23,-0.04,53.06,4.54
3930,-0.10,14.64,1.88,0.01,15.56,1.29,-0.05,33.62,3.14,-0.02,7.05,0.59,-0.01,179.31,11.73,-0.01,54.48,4.48
3931,-0.15,13.94,2.28,-0.10,13.87,1.58,-0.05,33.75,3.11,-0.02,6.99,0.59,-0.06,171.12,13.15,0.06,58.27,5.63
3932,-0.03,15.64,1.61,-0.03,14.86,1.24,-0.03,34.29,3.04,-0.02,7.04,0.59,0.03,187.44,13.82,-0.09,50.24,5.51
3933,-0.11,14.51,1.94,-0.04,14.69,1.26,-0.03,34.32,3.03,-0.03,6.94,0.59,-0.03,176.76,11.78,-0.07,51.34,5.00
